state,holiday,startdate,enddate
Baden-Württemberg,Herbst,2016-11-02,2016-11-04
Baden-Württemberg,Weihnachten,2016-12-23,2017-01-07
Baden-Württemberg,Ostern/Frühjahr,2017-04-10,2017-04-21
Baden-Württemberg,Sommer,2017-07-27,2017-09-09
Baden-Württemberg,Himmelfahrt/Pfingsten,2017-06-06,2017-06-16
Bayern,Herbst,2016-10-31,2016-11-04
Bayern,Weihnachten,2016-12-24,2017-01-05
Bayern,Winter,2017-02-27,2017-03-03
Bayern,Ostern/Frühjahr,2017-04-10,2017-04-22
Bayern,Sommer,2017-07-29,2017-09-11
Bayern,Himmelfahrt/Pfingsten,2017-06-06,2017-06-16
Berlin,Herbst,2016-10-17,2016-10-28
Berlin,Weihnachten,2016-12-23,2017-01-03
Berlin,Winter,2017-01-30,2017-02-04
Berlin,Ostern/Frühjahr,2017-04-10,2017-04-18
Berlin,Himmelfahrt/Pfingsten,2017-05-24,2017-05-24
Berlin,Himmelfahrt/Pfingsten,2017-05-26,2017-05-26
Berlin,Himmelfahrt/Pfingsten,2017-06-06,2017-06-09
Berlin,Sommer,2017-07-20,2017-09-01
Brandenburg,Herbst,2016-10-17,2016-10-28
Brandenburg,Weihnachten,2016-12-23,2017-01-03
Brandenburg,Winter,2017-01-30,2017-02-04
Brandenburg,Ostern/Frühjahr,2017-04-12,2017-04-22
Brandenburg,Sommer,2017-07-20,2017-09-01
Bremen,Herbst,2016-10-04,2016-10-15
Bremen,Weihnachten,2016-12-21,2017-01-06
Bremen,Winter,2017-01-30,2017-01-31
Bremen,Ostern/Frühjahr,2017-04-10,2017-04-22
Bremen,Himmelfahrt/Pfingsten,2017-06-06,2017-06-06
Bremen,Sommer,2017-06-22,2017-08-02
Hamburg,Herbst,2016-10-17,2016-10-28
Hamburg,Weihnachten,2016-12-27,2017-01-06
Hamburg,Winter,2017-01-30,2017-01-30
Hamburg,Ostern/Frühjahr,2017-03-06,2017-03-17
Hamburg,Sommer,2017-07-20,2017-08-30
Hamburg,Himmelfahrt/Pfingsten,2017-05-22,2017-05-26
Hessen,Herbst,2016-10-17,2016-10-29
Hessen,Weihnachten,2016-12-22,2017-01-07
Hessen,Ostern/Frühjahr,2017-04-03,2017-04-15
Hessen,Sommer,2017-07-03,2017-08-11
Mecklenburg-Vorpommern,Herbst,2016-10-24,2016-10-28
Mecklenburg-Vorpommern,Weihnachten,2016-12-22,2017-01-02
Mecklenburg-Vorpommern,Winter,2017-02-06,2017-02-18
Mecklenburg-Vorpommern,Ostern/Frühjahr,2017-04-10,2017-04-19
Mecklenburg-Vorpommern,Sommer,2017-07-24,2017-09-02
Mecklenburg-Vorpommern,Himmelfahrt/Pfingsten,2017-06-02,2017-06-06
Niedersachsen,Herbst,2016-10-04,2016-10-15
Niedersachsen,Weihnachten,2016-12-21,2017-01-06
Niedersachsen,Winter,2017-01-30,2017-01-31
Niedersachsen,Ostern/Frühjahr,2017-04-10,2017-04-22
Niedersachsen,Himmelfahrt/Pfingsten,2017-05-26,2017-05-26
Niedersachsen,Himmelfahrt/Pfingsten,2017-06-06,2017-06-06
Niedersachsen,Sommer,2017-06-22,2017-08-02
Nordrhein-Westfalen,Herbst,2016-10-10,2016-10-21
Nordrhein-Westfalen,Weihnachten,2016-12-23,2017-01-06
Nordrhein-Westfalen,Ostern/Frühjahr,2017-04-10,2017-04-22
Nordrhein-Westfalen,Himmelfahrt/Pfingsten,2017-06-06,2017-06-06
Nordrhein-Westfalen,Sommer,2017-07-17,2017-08-29
Rheinland-Pfalz,Herbst,2016-10-10,2016-10-21
Rheinland-Pfalz,Weihnachten,2016-12-22,2017-01-06
Rheinland-Pfalz,Ostern/Frühjahr,2017-04-10,2017-04-21
Rheinland-Pfalz,Sommer,2017-07-03,2017-08-11
Saarland,Herbst,2016-10-10,2016-10-22
Saarland,Weihnachten,2016-12-19,2016-12-31
Saarland,Winter,2017-02-27,2017-03-04
Saarland,Ostern/Frühjahr,2017-04-10,2017-04-22
Saarland,Sommer,2017-07-03,2017-08-14
Sachsen,Herbst,2016-10-03,2016-10-15
Sachsen,Weihnachten,2016-12-23,2017-01-02
Sachsen,Winter,2017-02-13,2017-02-24
Sachsen,Ostern/Frühjahr,2017-04-13,2017-04-22
Sachsen,Sommer,2017-06-26,2017-08-04
Sachsen,Himmelfahrt/Pfingsten,2017-05-26,2017-05-26
Sachsen-Anhalt,Herbst,2016-10-04,2016-10-15
Sachsen-Anhalt,Weihnachten,2016-12-19,2017-01-02
Sachsen-Anhalt,Winter,2017-02-04,2017-02-11
Sachsen-Anhalt,Ostern/Frühjahr,2017-04-10,2017-04-13
Sachsen-Anhalt,Himmelfahrt/Pfingsten,2017-05-26,2017-05-26
Sachsen-Anhalt,Sommer,2017-06-26,2017-08-09
Schleswig-Holstein,Herbst,2016-10-17,2016-10-29
Schleswig-Holstein,Weihnachten,2016-12-23,2017-01-06
Schleswig-Holstein,Ostern/Frühjahr,2017-04-07,2017-04-21
Schleswig-Holstein,Himmelfahrt/Pfingsten,2017-05-26,2017-05-26
Schleswig-Holstein,Sommer,2017-07-24,2017-09-02
Thüringen,Herbst,2016-10-10,2016-10-22
Thüringen,Weihnachten,2016-12-23,2016-12-31
Thüringen,Winter,2017-02-06,2017-02-11
Thüringen,Ostern/Frühjahr,2017-04-10,2017-04-21
Thüringen,Sommer,2017-06-26,2017-08-09
Thüringen,Himmelfahrt/Pfingsten,2017-05-26,2017-05-26
